dataset,site,subid,volume,pass,rater
ABIDE_II,BNI,29035,28,YES,MVL
ABIDE_II,BNI,29036,29,YES,MVL
ABIDE_II,BNI,29037,30,YES,MVL
ABIDE_II,BNI,29038,31,YES,MVL
ABIDE_II,BNI,29039,32,YES,MVL
ABIDE_II,BNI,29040,33,NO,MVL
ABIDE_II,BNI,29041,34,YES,MVL
ABIDE_II,BNI,29042,35,YES,MVL
ABIDE_II,BNI,29043,,,
ABIDE_II,BNI,29044,36,YES,MVL
ABIDE_II,BNI,29045,37,YES,MVL
ABIDE_II,BNI,29046,38,YES,MVL
ABIDE_II,BNI,29047,39,YES,MVL
ABIDE_II,BNI,29048,40,YES,MVL
ABIDE_II,BNI,29049,41,NO,MVL
ABIDE_II,BNI,29050,42,YES,MVL
ABIDE_II,BNI,29051,43,NO,MVL
ABIDE_II,BNI,29052,44,YES,MVL
ABIDE_II,BNI,29053,45,YES,MVL
ABIDE_II,BNI,29054,46,YES,MVL
ABIDE_II,BNI,29055,,,
ABIDE_II,BNI,29056,47,YES,MVL
ABIDE_II,BNI,30144,48,YES,MVL
ABIDE_II,BNI,30146,49,YES,MVL
ABIDE_II,BNI,30147,50,YES,MVL
ABIDE_II,BNI,30148,51,YES,MVL
ABIDE_II,BNI,30149,52,YES,MVL
ABIDE_II,BNI,30150,53,NO,MVL
ABIDE_II,BNI,30151,54,YES,MVL
ABIDE_II,EMC,29864,0,YES,MVL
ABIDE_II,EMC,29865,,,
ABIDE_II,EMC,29866,1,YES,MVL
ABIDE_II,EMC,29867,2,YES,MVL
ABIDE_II,EMC,29868,3,YES,MVL
ABIDE_II,EMC,29869,4,YES,MVL
ABIDE_II,EMC,29870,5,NO,MVL
ABIDE_II,EMC,29871,6,NO,MVL
ABIDE_II,EMC,29872,7,NO,MVL
ABIDE_II,EMC,29873,8,YES,MVL
ABIDE_II,EMC,29874,9,YES,MVL
ABIDE_II,EMC,29875,10,YES,MVL
ABIDE_II,EMC,29876,11,YES,MVL
ABIDE_II,EMC,29877,12,YES,MVL
ABIDE_II,EMC,29878,13,NO,MVL
ABIDE_II,EMC,29879,14,YES,MVL
ABIDE_II,EMC,29880,15,NO,MVL
ABIDE_II,EMC,29881,16,YES,MVL
ABIDE_II,EMC,29882,17,YES,MVL
ABIDE_II,EMC,29883,18,YES,MVL
ABIDE_II,EMC,29884,19,YES,MVL
ABIDE_II,EMC,29885,20,YES,MVL
ABIDE_II,EMC,29886,21,NO,MVL
ABIDE_II,EMC,29887,22,YES,MVL
ABIDE_II,EMC,29888,23,YES,MVL
ABIDE_II,EMC,29889,24,YES,MVL
ABIDE_II,EMC,29890,25,YES,MVL
ABIDE_II,EMC,29891,26,NO,MVL
ABIDE_II,EMC,29892,27,NO,MVL
ABIDE_II,EMC,29893,28,YES,MVL
ABIDE_II,EMC,29894,29,NO,MVL
ABIDE_II,EMC,29895,30,NO,MVL
ABIDE_II,EMC,29896,31,NO,MVL
ABIDE_II,EMC,29897,32,YES,MVL
ABIDE_II,EMC,29898,33,NO,MVL
ABIDE_II,EMC,29899,34,YES,MVL
ABIDE_II,EMC,29900,35,YES,MVL
ABIDE_II,EMC,29901,36,YES,MVL
ABIDE_II,EMC,29902,,,
ABIDE_II,EMC,29903,37,YES,MVL
ABIDE_II,EMC,29904,38,NO,MVL
ABIDE_II,EMC,29905,,,
ABIDE_II,EMC,29906,39,YES,MVL
ABIDE_II,EMC,29907,40,YES,MVL
ABIDE_II,EMC,29908,41,NO,MVL
ABIDE_II,EMC,29909,42,YES,MVL
ABIDE_II,EMC,29910,43,YES,MVL
ABIDE_II,EMC,29911,44,YES,MVL
ABIDE_II,EMC,29912,45,YES,MVL
ABIDE_II,EMC,29913,46,YES,MVL
ABIDE_II,EMC,29914,47,NO,MVL
ABIDE_II,EMC,29915,48,NO,MVL
ABIDE_II,EMC,29916,49,NO,MVL
ABIDE_II,EMC,29917,50,YES,MVL
ABIDE_II,ETH,29057,0,YES,MVL
ABIDE_II,ETH,29058,1,YES,MVL
ABIDE_II,ETH,29059,2,YES,MVL
ABIDE_II,ETH,29060,3,YES,MVL
ABIDE_II,ETH,29062,4,YES,MVL
ABIDE_II,ETH,29063,5,YES,MVL
ABIDE_II,ETH,29064,6,YES,MVL
ABIDE_II,ETH,29065,7,YES,MVL
ABIDE_II,ETH,29066,8,YES,MVL
ABIDE_II,ETH,29067,9,YES,MVL
ABIDE_II,ETH,29068,10,YES,MVL
ABIDE_II,ETH,29069,,,
ABIDE_II,ETH,29070,11,YES,MVL
ABIDE_II,ETH,29071,12,YES,MVL
ABIDE_II,ETH,29072,13,YES,MVL
ABIDE_II,ETH,29073,14,YES,MVL
ABIDE_II,ETH,29074,15,YES,MVL
ABIDE_II,ETH,29075,16,YES,MVL
ABIDE_II,ETH,29076,17,YES,MVL
ABIDE_II,ETH,29077,18,YES,MVL
ABIDE_II,ETH,29078,19,YES,MVL
ABIDE_II,ETH,29079,20,YES,MVL
ABIDE_II,ETH,29080,21,YES,MVL
ABIDE_II,ETH,29081,,,
ABIDE_II,ETH,29082,22,YES,MVL
ABIDE_II,ETH,29083,23,YES,MVL
ABIDE_II,ETH,29084,24,YES,MVL
ABIDE_II,ETH,29085,25,YES,MVL
ABIDE_II,ETH,29086,26,YES,MVL
ABIDE_II,ETH,29087,27,YES,MVL
ABIDE_II,ETH,29088,28,YES,MVL
ABIDE_II,ETH,29089,29,YES,MVL
ABIDE_II,ETH,29090,30,YES,MVL
ABIDE_II,ETH,29091,31,YES,MVL
ABIDE_II,ETH,29092,32,YES,MVL
ABIDE_II,ETH,29093,33,YES,MVL
ABIDE_II,ETH,29094,34,YES,MVL
ABIDE_II,GU,28741,0,YES,MVL
ABIDE_II,GU,28742,1,YES,MVL
ABIDE_II,GU,28743,2,YES,MVL
ABIDE_II,GU,28744,3,YES,MVL
ABIDE_II,GU,28745,4,YES,MVL
ABIDE_II,GU,28746,5,YES,MVL
ABIDE_II,GU,28747,6,YES,MVL
ABIDE_II,GU,28748,,,
ABIDE_II,GU,28749,7,YES,MVL
ABIDE_II,GU,28750,8,NO,MVL
ABIDE_II,GU,28751,9,YES,MVL
ABIDE_II,GU,28752,10,YES,MVL
ABIDE_II,GU,28753,11,YES,MVL
ABIDE_II,GU,28754,12,YES,MVL
ABIDE_II,GU,28755,13,YES,MVL
ABIDE_II,GU,28756,14,YES,MVL
ABIDE_II,GU,28757,15,YES,MVL
ABIDE_II,GU,28758,16,YES,MVL
ABIDE_II,GU,28759,17,YES,MVL
ABIDE_II,GU,28760,18,YES,MVL
ABIDE_II,GU,28761,19,YES,MVL
ABIDE_II,GU,28762,20,YES,MVL
ABIDE_II,GU,28763,21,YES,MVL
ABIDE_II,GU,28764,22,NO,MVL
ABIDE_II,GU,28765,23,YES,MVL
ABIDE_II,GU,28766,24,YES,MVL
ABIDE_II,GU,28767,25,YES,MVL
ABIDE_II,GU,28768,26,YES,MVL
ABIDE_II,GU,28769,27,YES,MVL
ABIDE_II,GU,28770,28,YES,MVL
ABIDE_II,GU,28771,29,YES,MVL
ABIDE_II,GU,28772,30,YES,MVL
ABIDE_II,GU,28773,31,YES,MVL
ABIDE_II,GU,28774,32,YES,MVL
ABIDE_II,GU,28775,33,YES,MVL
ABIDE_II,GU,28776,34,YES,MVL
ABIDE_II,GU,28777,35,YES,MVL
ABIDE_II,GU,28778,36,YES,MVL
ABIDE_II,GU,28779,37,YES,MVL
ABIDE_II,GU,28780,38,YES,MVL
ABIDE_II,GU,28781,39,YES,MVL
ABIDE_II,GU,28782,40,YES,MVL
ABIDE_II,GU,28783,41,YES,MVL
ABIDE_II,GU,28784,42,YES,MVL
ABIDE_II,GU,28785,43,YES,MVL
ABIDE_II,GU,28786,44,YES,MVL
ABIDE_II,GU,28787,45,YES,MVL
ABIDE_II,GU,28788,46,YES,MVL
ABIDE_II,GU,28789,47,YES,MVL
ABIDE_II,GU,28790,48,YES,MVL
ABIDE_II,GU,28791,49,YES,MVL
ABIDE_II,GU,28792,50,YES,MVL
ABIDE_II,GU,28793,51,YES,MVL
ABIDE_II,GU,28794,52,YES,MVL
ABIDE_II,GU,28795,53,YES,MVL
ABIDE_II,GU,28796,54,YES,MVL
ABIDE_II,GU,28797,55,YES,MVL
ABIDE_II,GU,28798,56,YES,MVL
ABIDE_II,GU,28799,57,NO,MVL
ABIDE_II,GU,28800,58,YES,MVL
ABIDE_II,GU,28801,59,YES,MVL
ABIDE_II,GU,28802,60,YES,MVL
ABIDE_II,GU,28803,61,YES,MVL
ABIDE_II,GU,28804,62,YES,MVL
ABIDE_II,GU,28805,63,YES,MVL
ABIDE_II,GU,28806,64,YES,MVL
ABIDE_II,GU,28807,65,YES,MVL
ABIDE_II,GU,28808,66,YES,MVL
ABIDE_II,GU,28809,67,YES,MVL
ABIDE_II,GU,28810,68,YES,MVL
ABIDE_II,GU,28811,69,YES,MVL
ABIDE_II,GU,28812,70,YES,MVL
ABIDE_II,GU,28813,71,YES,MVL
ABIDE_II,GU,28814,72,YES,MVL
ABIDE_II,GU,28815,73,YES,MVL
ABIDE_II,GU,28816,74,YES,MVL
ABIDE_II,GU,28817,75,YES,MVL
ABIDE_II,GU,28818,76,YES,MVL
ABIDE_II,GU,28819,77,YES,MVL
ABIDE_II,GU,28820,78,YES,MVL
ABIDE_II,GU,28821,79,YES,MVL
ABIDE_II,GU,28822,80,YES,MVL
ABIDE_II,GU,28823,81,YES,MVL
ABIDE_II,GU,28824,82,YES,MVL
ABIDE_II,GU,28825,83,YES,MVL
ABIDE_II,GU,28826,84,YES,MVL
ABIDE_II,GU,28827,85,YES,MVL
ABIDE_II,GU,28828,86,YES,MVL
ABIDE_II,GU,28829,87,YES,MVL
ABIDE_II,GU,28830,88,YES,MVL
ABIDE_II,GU,28831,89,YES,MVL
ABIDE_II,GU,28832,90,YES,MVL
ABIDE_II,GU,28834,91,YES,MVL
ABIDE_II,GU,28835,92,YES,MVL
ABIDE_II,GU,28836,93,YES,MVL
ABIDE_II,GU,28837,94,YES,MVL
ABIDE_II,GU,28838,95,YES,MVL
ABIDE_II,GU,28839,96,YES,MVL
ABIDE_II,GU,28840,97,YES,MVL
ABIDE_II,GU,28841,98,YES,MVL
ABIDE_II,GU,28842,99,YES,MVL
ABIDE_II,GU,28843,100,YES,MVL
ABIDE_II,GU,28844,101,YES,MVL
ABIDE_II,GU,28845,102,YES,MVL
ABIDE_II,GU,28846,103,YES,MVL
ABIDE_II,GU,28847,104,YES,MVL
ABIDE_II,IP,29580,0,NO,MVL
ABIDE_II,IP,29581,1,NO,MVL
ABIDE_II,IP,29582,2,NO,MVL
ABIDE_II,IP,29583,3,NO,MVL
ABIDE_II,IP,29584,4,NO,MVL
ABIDE_II,IP,29585,5,YES,MVL
ABIDE_II,IP,29586,6,NO,MVL
ABIDE_II,IP,29587,7,NO,MVL
ABIDE_II,IP,29588,8,YES,MVL
ABIDE_II,IP,29589,9,NO,MVL
ABIDE_II,IP,29590,10,NO,MVL
ABIDE_II,IP,29591,11,YES,MVL
ABIDE_II,IP,29592,12,NO,MVL
ABIDE_II,IP,29593,13,NO,MVL
ABIDE_II,IP,29594,14,YES,MVL
ABIDE_II,IP,29595,15,YES,MVL
ABIDE_II,IP,29596,16,YES,MVL
ABIDE_II,IP,29597,17,NO,MVL
ABIDE_II,IP,29598,18,NO,MVL
ABIDE_II,IP,29599,19,YES,MVL
ABIDE_II,IP,29600,,,
ABIDE_II,IP,29601,20,NO,MVL
ABIDE_II,IP,29602,21,NO,MVL
ABIDE_II,IP,29603,22,NO,MVL
ABIDE_II,IP,29604,23,NO,MVL
ABIDE_II,IP,29605,24,NO,MVL
ABIDE_II,IP,29606,25,YES,MVL
ABIDE_II,IP,29607,26,NO,MVL
ABIDE_II,IP,29608,27,NO,MVL
ABIDE_II,IP,29609,28,YES,MVL
ABIDE_II,IP,29610,29,NO,MVL
ABIDE_II,IP,29611,30,NO,MVL
ABIDE_II,IP,29612,31,NO,MVL
ABIDE_II,IP,29613,32,NO,MVL
ABIDE_II,IP,29614,33,NO,MVL
ABIDE_II,IP,29615,,,
ABIDE_II,IP,29616,34,NO,MVL
ABIDE_II,IP,29617,,,
ABIDE_II,IP,29618,35,NO,MVL
ABIDE_II,IP,29619,36,NO,MVL
ABIDE_II,IP,29620,37,YES,MVL
ABIDE_II,IP,29621,38,NO,MVL
ABIDE_II,IP,29622,,,
ABIDE_II,IP,29623,39,NO,MVL
ABIDE_II,IP,29624,40,NO,MVL
ABIDE_II,IP,29625,41,NO,MVL
ABIDE_II,IP,29626,42,NO,MVL
ABIDE_II,IP,29627,43,NO,MVL
ABIDE_II,IP,29628,44,NO,MVL
ABIDE_II,IP,29629,45,NO,MVL
ABIDE_II,IP,29630,46,YES,MVL
ABIDE_II,IP,29631,47,NO,MVL
ABIDE_II,IP,29632,48,NO,MVL
ABIDE_II,IP,29633,49,NO,MVL
ABIDE_II,IP,29634,50,NO,MVL
ABIDE_II,IP,29635,51,NO,MVL
ABIDE_II,IU,29538,0,YES,MVL
ABIDE_II,IU,29539,1,NO,MVL
ABIDE_II,IU,29540,2,NO,MVL
ABIDE_II,IU,29541,3,YES,MVL
ABIDE_II,IU,29542,4,NO,MVL
ABIDE_II,IU,29543,5,YES,MVL
ABIDE_II,IU,29544,6,NO,MVL
ABIDE_II,IU,29545,7,NO,MVL
ABIDE_II,IU,29546,8,YES,MVL
ABIDE_II,IU,29547,9,YES,MVL
ABIDE_II,IU,29548,10,YES,MVL
ABIDE_II,IU,29549,11,YES,MVL
ABIDE_II,IU,29550,12,NO,MVL
ABIDE_II,IU,29551,13,YES,MVL
ABIDE_II,IU,29552,14,NO,MVL
ABIDE_II,IU,29553,15,NO,MVL
ABIDE_II,IU,29554,16,YES,MVL
ABIDE_II,IU,29555,17,NO,MVL
ABIDE_II,IU,29556,18,NO,MVL
ABIDE_II,IU,29557,19,YES,MVL
ABIDE_II,IU,29558,20,YES,MVL
ABIDE_II,IU,29559,21,YES,MVL
ABIDE_II,IU,29560,22,NO,MVL
ABIDE_II,IU,29561,23,YES,MVL
ABIDE_II,IU,29562,24,YES,MVL
ABIDE_II,IU,29563,25,YES,MVL
ABIDE_II,IU,29564,26,YES,MVL
ABIDE_II,IU,29565,27,NO,MVL
ABIDE_II,IU,29566,28,YES,MVL
ABIDE_II,IU,29567,29,NO,MVL
ABIDE_II,IU,29568,30,NO,MVL
ABIDE_II,IU,29569,31,NO,MVL
ABIDE_II,IU,29570,32,NO,MVL
ABIDE_II,IU,29571,33,NO,MVL
ABIDE_II,IU,29572,34,YES,MVL
ABIDE_II,IU,29573,35,YES,MVL
ABIDE_II,IU,29574,36,NO,MVL
ABIDE_II,IU,29575,37,NO,MVL
ABIDE_II,IU,29576,,,
ABIDE_II,IU,29577,38,NO,MVL
ABIDE_II,LEUVEN,29656,0,YES,MVL
ABIDE_II,LEUVEN,29657,1,NO,MVL
ABIDE_II,LEUVEN,29658,2,YES,MVL
ABIDE_II,LEUVEN,29659,3,YES,MVL
ABIDE_II,LEUVEN,29660,4,YES,MVL
ABIDE_II,LEUVEN,29661,5,YES,MVL
ABIDE_II,LEUVEN,29662,6,YES,MVL
ABIDE_II,LEUVEN,29664,7,YES,MVL
ABIDE_II,LEUVEN,29665,8,YES,MVL
ABIDE_II,LEUVEN,29666,9,YES,MVL
ABIDE_II,LEUVEN,29667,10,YES,MVL
ABIDE_II,LEUVEN,29668,11,YES,MVL
ABIDE_II,LEUVEN,29669,12,YES,MVL
ABIDE_II,LEUVEN,29670,13,YES,MVL
ABIDE_II,LEUVEN,29671,14,YES,MVL
ABIDE_II,LEUVEN,29674,15,NO,MVL
ABIDE_II,LEUVEN,29675,16,YES,MVL
ABIDE_II,LEUVEN,29676,17,YES,MVL
ABIDE_II,LEUVEN,29677,18,YES,MVL
ABIDE_II,LEUVEN,29678,19,YES,MVL
ABIDE_II,LEUVEN,29679,20,YES,MVL
ABIDE_II,LEUVEN,29794,21,YES,MVL
ABIDE_II,LEUVEN,29795,22,YES,MVL
ABIDE_II,LEUVEN,29796,23,YES,MVL
ABIDE_II,LEUVEN,29797,24,YES,MVL
ABIDE_II,LEUVEN,29798,25,YES,MVL
ABIDE_II,LEUVEN,29799,26,YES,MVL
ABIDE_II,LEUVEN,29800,27,YES,MVL
ABIDE_II,MIAMI,30229,,,
ABIDE_II,MIAMI,30230,0,NO,MVL
ABIDE_II,MIAMI,30231,1,NO,MVL
ABIDE_II,MIAMI,30232,,,
ABIDE_II,MIAMI,30233,2,NO,MVL
ABIDE_II,MIAMI,30234,3,NO,MVL
ABIDE_II,MIAMI,30235,4,NO,MVL
ABIDE_II,MIAMI,30236,5,YES,MVL
ABIDE_II,MIAMI,30237,6,YES,MVL
ABIDE_II,MIAMI,30238,7,YES,MVL
ABIDE_II,MIAMI,30239,8,YES,MVL
ABIDE_II,MIAMI,30240,9,YES,MVL
ABIDE_II,MIAMI,30241,10,YES,MVL
ABIDE_II,MIAMI,30242,11,YES,MVL
ABIDE_II,MIAMI,30243,12,YES,MVL
ABIDE_II,MIAMI,30244,13,YES,MVL
ABIDE_II,MIAMI,30245,14,YES,MVL
ABIDE_II,MIAMI,30246,15,YES,MVL
ABIDE_II,MIAMI,30247,16,YES,MVL
ABIDE_II,MIAMI,30248,17,YES,MVL
ABIDE_II,MIAMI,30249,18,YES,MVL
ABIDE_II,MIAMI,30250,19,YES,MVL
ABIDE_II,MIAMI,30251,20,YES,MVL
ABIDE_II,MIAMI,30252,21,YES,MVL
ABIDE_II,MIAMI,30253,22,YES,MVL
ABIDE_II,MIAMI,30254,23,YES,MVL
ABIDE_II,MIAMI,30255,24,YES,MVL
ABIDE_II,MIAMI,30256,25,YES,MVL
ABIDE_II,NYU_1,29177,0,YES,MVL
ABIDE_II,NYU_1,29178,1,YES,MVL
ABIDE_II,NYU_1,29179,2,YES,MVL
ABIDE_II,NYU_1,29180,3,YES,MVL
ABIDE_II,NYU_1,29181,4,YES,MVL
ABIDE_II,NYU_1,29182,5,YES,MVL
ABIDE_II,NYU_1,29183,6,NO,MVL
ABIDE_II,NYU_1,29184,7,YES,MVL
ABIDE_II,NYU_1,29185,8,YES,MVL
ABIDE_II,NYU_1,29186,9,YES,MVL
ABIDE_II,NYU_1,29187,10,YES,MVL
ABIDE_II,NYU_1,29188,11,YES,MVL
ABIDE_II,NYU_1,29189,12,YES,MVL
ABIDE_II,NYU_1,29190,13,YES,MVL
ABIDE_II,NYU_1,29191,14,YES,MVL
ABIDE_II,NYU_1,29192,15,YES,MVL
ABIDE_II,NYU_1,29193,16,YES,MVL
ABIDE_II,NYU_1,29194,17,YES,MVL
ABIDE_II,NYU_1,29195,18,YES,MVL
ABIDE_II,NYU_1,29196,19,YES,MVL
ABIDE_II,NYU_1,29197,20,YES,MVL
ABIDE_II,NYU_1,29198,21,YES,MVL
ABIDE_II,NYU_1,29199,22,YES,MVL
ABIDE_II,NYU_1,29200,23,YES,MVL
ABIDE_II,NYU_1,29201,24,YES,MVL
ABIDE_II,NYU_1,29202,,,
ABIDE_II,NYU_1,29203,25,YES,MVL
ABIDE_II,NYU_1,29204,26,YES,MVL
ABIDE_II,NYU_1,29205,27,YES,MVL
ABIDE_II,NYU_1,29206,28,YES,MVL
ABIDE_II,NYU_1,29207,29,NO,MVL
ABIDE_II,NYU_1,29208,30,YES,MVL
ABIDE_II,NYU_1,29209,31,YES,MVL
ABIDE_II,NYU_1,29210,32,YES,MVL
ABIDE_II,NYU_1,29211,33,YES,MVL
ABIDE_II,NYU_1,29212,34,YES,MVL
ABIDE_II,NYU_1,29213,35,YES,MVL
ABIDE_II,NYU_1,29214,36,YES,MVL
ABIDE_II,NYU_1,29215,37,YES,MVL
ABIDE_II,NYU_1,29216,38,YES,MVL
ABIDE_II,NYU_1,29217,39,YES,MVL
ABIDE_II,NYU_1,29218,40,YES,MVL
ABIDE_II,NYU_1,29219,41,YES,MVL
ABIDE_II,NYU_1,29220,42,YES,MVL
ABIDE_II,NYU_1,29221,43,YES,MVL
ABIDE_II,NYU_1,29222,44,YES,MVL
ABIDE_II,NYU_1,29223,45,YES,MVL
ABIDE_II,NYU_1,29224,46,YES,MVL
ABIDE_II,NYU_1,29225,47,YES,MVL
ABIDE_II,NYU_1,29226,48,YES,MVL
ABIDE_II,NYU_1,29227,49,YES,MVL
ABIDE_II,NYU_1,29228,50,YES,MVL
ABIDE_II,NYU_1,29229,51,YES,MVL
ABIDE_II,NYU_1,29230,52,YES,MVL
ABIDE_II,NYU_1,29231,53,YES,MVL
ABIDE_II,NYU_1,29232,54,YES,MVL
ABIDE_II,NYU_1,29233,55,YES,MVL
ABIDE_II,NYU_1,29234,56,YES,MVL
ABIDE_II,NYU_1,29235,57,YES,MVL
ABIDE_II,NYU_1,29236,58,YES,MVL
ABIDE_II,NYU_1,29237,59,YES,MVL
ABIDE_II,NYU_1,29238,60,YES,MVL
ABIDE_II,NYU_1,29239,61,YES,MVL
ABIDE_II,NYU_1,29240,62,YES,MVL
ABIDE_II,NYU_1,29241,63,YES,MVL
ABIDE_II,NYU_1,29242,64,YES,MVL
ABIDE_II,NYU_1,29243,65,YES,MVL
ABIDE_II,NYU_1,29244,66,YES,MVL
ABIDE_II,NYU_1,29245,67,YES,MVL
ABIDE_II,NYU_1,29246,68,YES,MVL
ABIDE_II,NYU_1,29247,69,YES,MVL
ABIDE_II,NYU_1,29248,70,YES,MVL
ABIDE_II,NYU_1,29249,71,YES,MVL
ABIDE_II,NYU_1,29250,72,YES,MVL
ABIDE_II,NYU_1,29251,73,YES,MVL
ABIDE_II,NYU_1,29252,74,YES,MVL
ABIDE_II,NYU_1,29253,75,YES,MVL
ABIDE_II,NYU_1,29254,76,YES,MVL
ABIDE_II,NYU_2,29150,0,YES,MVL
ABIDE_II,NYU_2,29151,1,YES,MVL
ABIDE_II,NYU_2,29152,2,YES,MVL
ABIDE_II,NYU_2,29153,3,YES,MVL
ABIDE_II,NYU_2,29154,4,YES,MVL
ABIDE_II,NYU_2,29155,5,YES,MVL
ABIDE_II,NYU_2,29156,6,NO,MVL
ABIDE_II,NYU_2,29157,7,YES,MVL
ABIDE_II,NYU_2,29158,8,YES,MVL
ABIDE_II,NYU_2,29159,9,YES,MVL
ABIDE_II,NYU_2,29160,10,YES,MVL
ABIDE_II,NYU_2,29161,11,YES,MVL
ABIDE_II,NYU_2,29162,12,YES,MVL
ABIDE_II,NYU_2,29163,13,YES,MVL
ABIDE_II,NYU_2,29164,14,YES,MVL
ABIDE_II,NYU_2,29165,15,YES,MVL
ABIDE_II,NYU_2,29166,16,YES,MVL
ABIDE_II,NYU_2,29167,17,YES,MVL
ABIDE_II,NYU_2,29168,18,YES,MVL
ABIDE_II,NYU_2,29169,19,YES,MVL
ABIDE_II,NYU_2,29170,20,YES,MVL
ABIDE_II,NYU_2,29171,21,NO,MVL
ABIDE_II,NYU_2,29172,22,YES,MVL
ABIDE_II,NYU_2,29173,23,YES,MVL
ABIDE_II,NYU_2,29174,24,YES,MVL
ABIDE_II,NYU_2,29175,25,NO,MVL
ABIDE_II,NYU_2,29176,26,YES,MVL
ABIDE_II,OHSU,28920,0,YES,MVL
ABIDE_II,OHSU,28924,1,YES,MVL
ABIDE_II,OHSU,28925,2,YES,MVL
ABIDE_II,OHSU,28926,3,YES,MVL
ABIDE_II,OHSU,28927,4,YES,MVL
ABIDE_II,OHSU,28930,5,NO,MVL
ABIDE_II,OHSU,28931,6,YES,MVL
ABIDE_II,OHSU,28933,7,YES,MVL
ABIDE_II,OHSU,28934,8,YES,MVL
ABIDE_II,OHSU,28935,9,YES,MVL
ABIDE_II,OHSU,28936,10,NO,MVL
ABIDE_II,OHSU,28937,11,YES,MVL
ABIDE_II,OHSU,28938,12,YES,MVL
ABIDE_II,OHSU,28939,13,YES,MVL
ABIDE_II,OHSU,28940,14,YES,MVL
ABIDE_II,OHSU,28941,15,YES,MVL
ABIDE_II,OHSU,28942,16,YES,MVL
ABIDE_II,OHSU,28943,17,YES,MVL
ABIDE_II,OHSU,28944,18,YES,MVL
ABIDE_II,OHSU,28945,19,YES,MVL
ABIDE_II,OHSU,28946,20,YES,MVL
ABIDE_II,OHSU,28947,21,NO,MVL
ABIDE_II,OHSU,28948,22,YES,MVL
ABIDE_II,OHSU,28949,23,YES,MVL
ABIDE_II,OHSU,28950,24,YES,MVL
ABIDE_II,OHSU,28951,25,YES,MVL
ABIDE_II,OHSU,28952,26,YES,MVL
ABIDE_II,OHSU,28953,27,YES,MVL
ABIDE_II,OHSU,28954,28,YES,MVL
ABIDE_II,OHSU,28955,29,YES,MVL
ABIDE_II,OHSU,28956,30,NO,MVL
ABIDE_II,OHSU,28957,31,YES,MVL
ABIDE_II,OHSU,28958,32,YES,MVL
ABIDE_II,OHSU,28960,33,YES,MVL
ABIDE_II,OHSU,28961,34,YES,MVL
ABIDE_II,OHSU,28962,35,YES,MVL
ABIDE_II,OHSU,28963,36,NO,MVL
ABIDE_II,OHSU,28964,37,YES,MVL
ABIDE_II,OHSU,28965,38,YES,MVL
ABIDE_II,OHSU,28966,39,YES,MVL
ABIDE_II,OHSU,28967,40,YES,MVL
ABIDE_II,OHSU,28968,41,YES,MVL
ABIDE_II,OHSU,28969,42,YES,MVL
ABIDE_II,OHSU,28970,43,YES,MVL
ABIDE_II,OHSU,28971,44,YES,MVL
ABIDE_II,OHSU,28972,45,YES,MVL
ABIDE_II,OHSU,28973,46,YES,MVL
ABIDE_II,OHSU,28974,47,YES,MVL
ABIDE_II,OHSU,28975,48,YES,MVL
ABIDE_II,OHSU,28976,49,YES,MVL
ABIDE_II,OHSU,28977,50,YES,MVL
ABIDE_II,OHSU,28978,51,YES,MVL
ABIDE_II,OHSU,28979,52,YES,MVL
ABIDE_II,OHSU,28980,53,YES,MVL
ABIDE_II,OHSU,28981,54,YES,MVL
ABIDE_II,OHSU,28982,55,YES,MVL
ABIDE_II,OHSU,28983,56,YES,MVL
ABIDE_II,OHSU,28984,57,YES,MVL
ABIDE_II,OHSU,28985,58,YES,MVL
ABIDE_II,OHSU,28986,59,YES,MVL
ABIDE_II,OHSU,28987,60,YES,MVL
ABIDE_II,OHSU,28988,61,YES,MVL
ABIDE_II,OHSU,28989,62,YES,MVL
ABIDE_II,OHSU,28990,63,YES,MVL
ABIDE_II,OHSU,28991,64,YES,MVL
ABIDE_II,OHSU,28992,65,NO,MVL
ABIDE_II,OHSU,28993,66,YES,MVL
ABIDE_II,OHSU,28994,67,YES,MVL
ABIDE_II,OHSU,28995,68,YES,MVL
ABIDE_II,OHSU,28996,69,YES,MVL
ABIDE_II,OHSU,28997,70,YES,MVL
ABIDE_II,OHSU,28998,71,YES,MVL
ABIDE_II,OHSU,28999,72,YES,MVL
ABIDE_II,OHSU,29000,73,YES,MVL
ABIDE_II,OHSU,29001,74,YES,MVL
ABIDE_II,OHSU,29002,75,YES,MVL
ABIDE_II,OHSU,29003,76,YES,MVL
ABIDE_II,OHSU,29004,77,YES,MVL
ABIDE_II,OHSU,29005,78,YES,MVL
ABIDE_II,OHSU,30154,79,YES,MVL
ABIDE_II,OHSU,30155,80,YES,MVL
ABIDE_II,OHSU,30156,81,YES,MVL
ABIDE_II,OHSU,30157,82,YES,MVL
ABIDE_II,OHSU,30158,83,YES,MVL
ABIDE_II,OHSU,30159,84,YES,MVL
ABIDE_II,OHSU,30160,85,YES,MVL
ABIDE_II,OHSU,30161,86,YES,MVL
ABIDE_II,OHSU,30162,87,YES,MVL
ABIDE_II,OHSU,30163,88,YES,MVL
ABIDE_II,OHSU,30164,89,YES,MVL
ABIDE_II,OHSU,30165,90,YES,MVL
ABIDE_II,OHSU,30166,91,YES,MVL
ABIDE_II,OHSU,30167,92,YES,MVL
